# ID            Ra                 Dec                 Field            M_UV                zbest              zphot              zspec  ref                                   isBL Xray index MBH                Lbol                 
  838757        150.26866309352613 2.1779093908006395  COSMOS           -24.38760040710587  7.8612317844682185 7.8612317844682185 0.0    Akin24                                0    0    685   -99.0              8.598092662995272E45 
  168121        150.2687364465439  2.044021239516866   COSMOS           -21.72650795985578  6.373066388210826  6.373066388210826  0.0    Akin24                                0    0    686   -99.0              8.049514416770077E44 
  838731        150.27117982257525 2.176745095179473   COSMOS           -20.968140822862146 5.813387187478856  5.813387187478856  0.0    Akin24                                0    0    687   -99.0              4.1428300863460785E44
  848670        150.2742953887149  2.2908222195480996  COSMOS           -22.647714954517102 6.582549127485326  6.582549127485326  0.0    Akin24                                0    0    688   -99.0              1.816885980186077E45 
  570923        150.27498067047722 2.5307946690104073  COSMOS           -22.31527101952026  6.867268091943713  6.867268091943713  0.0    Akin24                                0    0    689   -99.0              1.353241877149234E45 
  145575        150.2752920012944  2.0580843864309846  COSMOS           -23.339302174001666 6.0616528771437075 6.0616528771437075 0.0    Akin24                                0    0    690   -99.0              3.362502058610472E45 
  434274        150.27722165296063 1.8686683327752116  COSMOS           -22.83696681558264  7.271189543737205  7.271189543737205  0.0    Akin24                                0    0    691   -99.0              2.1494872521006985E45
  854608        150.27993147136877 2.342471422976965   COSMOS           -22.34437552266703  5.698349829005334  5.698349829005334  0.0    Akin24                                0    0    692   -99.0              1.3885507220632583E45
  571353        150.28235146866476 2.531597993940325   COSMOS           -23.320302775583144 6.114305488560328  6.114305488560328  0.0    Akin24                                0    0    693   -99.0              3.305971275471097E45 
  869317        150.28248472773137 2.2655275028920587  COSMOS           -22.728651239846783 6.537574520856486  6.537574520856486  0.0    Akin24                                0    0    694   -99.0              1.9522520010840016E45
  563514        150.2853915082099  2.449468174588992   COSMOS           -23.613115667932654 6.65808549306832   6.65808549306832   0.0    Akin24                                0    0    695   -99.0              4.29431716033826E45  
  140233        150.28613093235572 2.0070065813753835  COSMOS           -22.092619790360843 6.545273895726957  6.545273895726957  0.0    Akin24                                0    0    696   -99.0              1.111481358875865E45 
  453213        150.28615977568725 1.827229125432303   COSMOS           -21.521720827113334 6.879661384653513  6.879661384653513  0.0    Akin24                                0    0    697   -99.0              6.723926870748428E44 
  602937        150.2864376118124  2.4146531873223718  COSMOS           -22.509734253090507 7.024734641797945  7.024734641797945  0.0    Akin24                                0    0    698   -99.0              1.6075872360697692E45
  567196        150.28680379324024 2.4861172606335846  COSMOS           -22.061422665839103 5.810822482693739  5.810822482693739  0.0    Akin24                                0    0    699   -99.0              1.0812865333649643E45
  851286        150.2868178685869  2.311433104613816   COSMOS           -22.38680264902049  6.506564405258896  6.506564405258896  0.0    Akin24                                0    0    700   -99.0              1.4416972306532932E45
  845096        150.29048171299948 2.253738192295718   COSMOS           -25.220920397926434 5.581754130511515  5.581754130511515  0.0    Akin24                                0    0    701   -99.0              1.8207889040457014E46
  590176        150.29216227597632 2.509332366230344   COSMOS           -22.85050834377918  7.003806611455044  7.003806611455044  0.0    Akin24                                0    0    702   -99.0              2.175520675799072E45 
  631105        150.29355548488    2.4381758890150342  COSMOS           -22.579041268902287 6.2700458667968775 6.2700458667968775 0.0    Akin24                                0    0    703   -99.0              1.7094838289727013E45
  462346        150.2947145657274  1.8964018936039604  COSMOS           -21.801730619522875 6.2565918540084935 6.2565918540084935 0.0    Akin24                                0    0    704   -99.0              8.60039219288366E44  
  599168        150.2971688904907  2.377967925105645   COSMOS           -21.795051447819493 6.012425961337452  6.012425961337452  0.0    Akin24                                0    0    705   -99.0              8.549971791783897E44 
  431662        150.2981570358602  1.829356214782228   COSMOS           -22.137630868067184 6.939775415855575  6.939775415855575  0.0    Akin24                                0    0    706   -99.0              1.1565556402608538E45
  852067        150.2982679107522  2.314347545278166   COSMOS           -22.177426510930772 6.333289629729736  6.333289629729736  0.0    Akin24                                0    0    707   -99.0              1.1979447970514771E45
  427533        150.29915777971803 1.7811175550909948  COSMOS           -23.004564832436564 5.6060865121800845 5.6060865121800845 0.0    Akin24                                0    0    708   -99.0              2.495081373721194E45 
  850508        150.3009328117575  2.298752286810155   COSMOS           -23.653062381146366 5.738392580737506  5.738392580737506  0.0    Akin24                                0    0    709   -99.0              4.450503873415158E45 
  148367        150.30549842868083 2.0705604204967445  COSMOS           -23.334997793091006 6.2053983081130575 6.2053983081130575 0.0    Akin24                                0    0    710   -99.0              3.34961001131109E45  
  600536        150.30645499978996 2.3852799143433887  COSMOS           -23.23479741740843  7.834934722206139  7.834934722206139  0.0    Akin24                                0    0    711   -99.0              3.0631839344514496E45
  148366        150.3064807445852  2.0701974158919545  COSMOS           -23.543041610899117 7.69053554463886   7.69053554463886   0.0    Akin24                                0    0    712   -99.0              4.03355512946159E45  
  462811        150.30662776592052 1.8963482765393822  COSMOS           -21.736330033915532 6.512797390791916  6.512797390791916  0.0    Akin24                                0    0    713   -99.0              8.119366938088763E44 
  423449        150.3078158408588  1.7358183976309063  COSMOS           -23.63095797411085  6.367312001725028  6.367312001725028  0.0    Akin24                                0    0    714   -99.0              4.363384083737366E45 
  190822        150.30863164077024 2.014585111115432   COSMOS           -23.569746606908616 5.756775942325119  5.756775942325119  0.0    Akin24                                0    0    715   -99.0              4.130994468468193E45 
  573117        150.31031034595264 2.535381635663443   COSMOS           -22.153651206856807 7.13443830440692   7.13443830440692   0.0    Akin24                                0    0    716   -99.0              1.1730407469380068E45
  850477        150.3109946164452  2.29478961014153    COSMOS           -23.29017728628441  6.4236408323588305 6.4236408323588305 0.0    Akin24                                0    0    717   -99.0              3.218293368927627E45 
  423665        150.31103117890245 1.7376219386307494  COSMOS           -24.724238668926937 5.912808843460853  5.912808843460853  0.0    Akin24                                0    0    718   -99.0              1.1637959152737635E46
  846139        150.3121196846521  2.256282454971219   COSMOS           -23.329992117540634 7.163201242115569  7.163201242115569  0.0    Akin24                                0    0    719   -99.0              3.334680176891784E45 
  439351        150.31340637742142 1.9119304362289709  COSMOS           -22.3722843145545   6.511369220610987  6.511369220610987  0.0    Akin24                                0    0    720   -99.0              1.4232833007520719E45
  214461        150.31372365830597 2.0602168709351925  COSMOS           -21.69618671829969  6.544705900730801  6.544705900730801  0.0    Akin24                                0    0    721   -99.0              7.837689764053766E44 
  850780        150.314972639688   2.2962813869134826  COSMOS           -21.829490820088072 6.713059210003641  6.713059210003641  0.0    Akin24                                0    0    722   -99.0              8.813196193450055E44 
  456377        150.315595810073   1.846638817108602   COSMOS           -22.547057063895593 7.1453475223260305 7.1453475223260305 0.0    Akin24                                0    0    723   -99.0              1.6616734709132664E45
  433777        150.31606837314686 1.849068097940881   COSMOS           -22.65340078832653  6.757151286781014  6.757151286781014  0.0    Akin24                                0    0    724   -99.0              1.826078155237961E45 
  606851        150.31782742001383 2.43785039894372    COSMOS           -23.181354687354983 7.0315075404035    7.0315075404035    0.0    Akin24                                0    0    725   -99.0              2.92064903783004E45  
  851000        150.31886471571528 2.2969488277775     COSMOS           -23.87014958841051  8.027611164667533  8.027611164667533  0.0    Akin24                                0    0    726   -99.0              5.405010962259072E45 
  206377        150.3190510666362  1.979147656254516   COSMOS           -21.082063757468084 7.370777530148963  7.370777530148963  0.0    Akin24                                0    0    727   -99.0              4.575791934494741E44 
  191103        150.31962837872206 2.013705030158541   COSMOS           -23.55765195046275  5.8587327535716485 5.8587327535716485 0.0    Akin24                                0    0    728   -99.0              4.086573832435373E45 
  879175        150.3210093272261  2.3247078725955195  COSMOS           -22.29090010869092  7.047794317720055  7.047794317720055  0.0    Akin24                                0    0    729   -99.0              1.3243745321344852E45
  640952        150.32240999640652 2.5000140876649914  COSMOS           -21.334550687781217 6.992370019854204  6.992370019854204  0.0    Akin24                                0    0    730   -99.0              5.706315867699582E44 
  853647        150.32675592522398 2.3166753313171133  COSMOS           -24.042332084344515 6.724955821639699  6.724955821639699  0.0    Akin24                                0    0    731   -99.0              6.306838795395371E45 
  193571        150.3268301616061  2.042758413181716   COSMOS           -25.046470942242845 5.26937886634777   5.26937886634777   0.0    Akin24                                0    0    732   -99.0              1.5557331466452992E46
  604887        150.3271910765884  2.417157235837459   COSMOS           -22.322353583128404 6.262541264636276  6.262541264636276  0.0    Akin24                                0    0    733   -99.0              1.361749837308613E45 
  617290        150.32755350109304 2.5271411462736366  COSMOS           -23.517698206686052 7.102358671060637  7.102358671060637  0.0    Akin24                                0    0    734   -99.0              3.9432264128802034E45
  434478        150.32826908298046 1.8521337155628208  COSMOS           -22.96557857894183  6.919948688982441  6.919948688982441  0.0    Akin24                                0    0    735   -99.0              2.409988186610973E45 
  599058        150.3307316859584  2.364852904129746   COSMOS           -21.6362678768568   7.573026598259131  7.573026598259131  0.0    Akin24                                0    0    736   -99.0              7.435538733017815E44 
  874698        150.33295403937925 2.288578730658468   COSMOS           -21.36565142503042  7.298203067472016  7.298203067472016  0.0    Akin24                                0    0    737   -99.0              5.86390784834834E44  
  602222        150.33352793885248 2.3911307542640308  COSMOS           -22.40270718582157  6.774171246142829  6.774171246142829  0.0    Akin24                                0    0    738   -99.0              1.4621457594463025E45
  192996        150.33431958202806 2.032418741648774   COSMOS           -22.952846698695506 5.544765709835591  5.544765709835591  0.0    Akin24                                0    0    739   -99.0              2.382838102120319E45 
  457763        150.33439463995052 1.8504009612091887  COSMOS           -22.06872979280586  6.703065925459244  6.703065925459244  0.0    Akin24                                0    0    740   -99.0              1.088283664476658E45 
  838867        150.3353453668103  2.154963504427696   COSMOS           -23.42343706375577  6.632366617493815  6.632366617493815  0.0    Akin24                                0    0    741   -99.0              3.6247866600212275E45
  436076        150.33606957370122 1.866522087637399   COSMOS           -22.852445594659166 6.60632069012421   6.60632069012421   0.0    Akin24                                0    0    742   -99.0              2.1792709490533605E45
  611869        150.3394504270662  2.476059466730189   COSMOS           -23.558886209788255 7.842828464105077  7.842828464105077  0.0    Akin24                                0    0    743   -99.0              4.091084815595609E45 
  851820        150.34061402685393 2.2969464602746563  COSMOS           -23.120377736598957 6.027253312151964  6.027253312151964  0.0    Akin24                                0    0    744   -99.0              2.7661684030099047E45
  199794        150.34403224660116 2.108348906286185   COSMOS           -22.267879201421103 5.982969470304421  5.982969470304421  0.0    Akin24                                0    0    745   -99.0              1.297677989375155E45 
  457782        150.34670070476264 1.8460496819517966  COSMOS           -22.453523908642815 7.089457464253647  7.089457464253647  0.0    Akin24                                0    0    746   -99.0              1.529466180310249E45 
  599662        150.34747774401293 2.3633530609461664  COSMOS           -23.642144434759565 6.140503766743539  6.140503766743539  0.0    Akin24                                0    0    747   -99.0              4.4072562327367425E45
  847744        150.34796593198953 2.2567878944802042  COSMOS           -23.086877046787187 5.825767774973527  5.825767774973527  0.0    Akin24                                0    0    748   -99.0              2.6848319314565823E45
  617623        150.35163758354435 2.5209761810095928  COSMOS           -24.185317573340498 7.179208705948744  7.179208705948744  0.0    Akin24                                0    0    749   -99.0              7.169958404503986E45 
  851866        150.35238488573378 2.2930487814153975  COSMOS           -23.36544943737929  6.461808492192565  6.461808492192565  0.0    Akin24                                0    0    750   -99.0              3.44189779361861E45  
  884802        150.3525118870446  2.151556274336623   COSMOS           -23.53496517829881  6.673100564081169  6.673100564081169  0.0    Akin24                                0    0    751   -99.0              4.004545047269364E45 
  598990        150.35547257485268 2.3552892668412113  COSMOS           -22.447810293438664 7.987165693193857  7.987165693193857  0.0    Akin24                                0    0    752   -99.0              1.521743289680084E45 
  187996        150.3580014399344  1.9651773958249235  COSMOS           -23.533376642731916 5.352545889136618  5.352545889136618  0.0    Akin24                                0    0    753   -99.0              3.9988639117941355E45
  620307        150.3589851106331  2.340764589483537   COSMOS           -20.936665095144438 7.0513882923853535 7.0513882923853535 0.0    Akin24                                0    0    754   -99.0              4.03070284966638E44  
  202071        150.36148181381847 1.9329876482697739  COSMOS           -21.783024928471058 6.713109447388053  6.713109447388053  0.0    Akin24                                0    0    755   -99.0              8.459937805067203E44 
  888750        150.36188738572451 2.190180002122928   COSMOS           -21.85518812269812  6.038999209559909  6.038999209559909  0.0    Akin24                                0    0    756   -99.0              9.014934010256464E44 
  633521        150.3618943151596  2.4327626045429747  COSMOS           -22.700735707173394 6.397234164875112  6.397234164875112  0.0    Akin24                                0    0    757   -99.0              1.9044495815618514E45
  207835        150.36321271881425 1.9755368820841972  COSMOS           -21.585688184785006 6.524008077318654  6.524008077318654  0.0    Akin24                                0    0    758   -99.0              7.112363845059159E44 
  854310        150.36325621452792 2.309391556714836   COSMOS           -26.1320617818276   7.453264067171049  7.453264067171049  0.0    Akin24                                0    0    759   -99.0              4.1486831649783066E46
  881707        150.3647376907233  2.11291096980729    COSMOS           -24.169407329651193 6.355082964727952  6.355082964727952  0.0    Akin24                                0    0    760   -99.0              7.068315326825873E45 
  597358        150.3655277217166  2.339141726349048   COSMOS           -22.358111913362936 6.143332581116596  6.143332581116596  0.0    Akin24                                0    0    761   -99.0              1.4055373477388877E45
  213842        150.37096521027854 2.0341025655399068  COSMOS           -22.439791136023334 7.125956840728575  7.125956840728575  0.0    Akin24                                0    0    762   -99.0              1.510970481095927E45 
  598827        150.37321138298134 2.3476509437036714  COSMOS           -22.09520092410841  7.700103451118464  7.700103451118464  0.0    Akin24                                0    0    763   -99.0              1.114017440482222E45 
  603972        150.37547489458456 2.3913036629072275  COSMOS           -23.57704001115215  6.29287440226061   6.29287440226061   0.0    Akin24                                0    0    764   -99.0              4.158016165565825E45 
  604962        150.3833491729182  2.3973548264488707  COSMOS           -23.684076835735763 6.8551785306071675 6.8551785306071675 0.0    Akin24                                0    0    765   -99.0              4.57570375653193E45  
  607598        150.3876505516055  2.4200659786068015  COSMOS           -22.660921435557555 6.521067140288015  6.521067140288015  0.0    Akin24                                0    0    766   -99.0              1.8383088174522764E45
  891611        150.39016398193425 2.208812572398318   COSMOS           -23.159752784324255 6.132215265524346  6.132215265524346  0.0    Akin24                                0    0    767   -99.0              2.8649511788726334E45
  191809        150.3905855876665  1.995666544540314   COSMOS           -22.52020720124772  6.166947791322871  6.166947791322871  0.0    Akin24                                0    0    768   -99.0              1.6225820615623872E45
  882482        150.39219586599143 2.11157877138404    COSMOS           -24.024302964670035 5.825248967462872  5.825248967462872  0.0    Akin24                                0    0    769   -99.0              6.205707036640179E45 
  193920        150.39800321095632 2.021375181849463   COSMOS           -23.948553382388194 7.043501748992899  7.043501748992899  0.0    Akin24                                0    0    770   -99.0              5.798333713204019E45 
  638523        150.3980416896931  2.455417532397559   COSMOS           -22.266633249257048 7.016675316675153  7.016675316675153  0.0    Akin24                                0    0    771   -99.0              1.2962487163345975E45
  194756        150.39992319622112 2.0298219077595627  COSMOS           -24.789735805870396 6.784782972115925  6.784782972115925  0.0    Akin24                                0    0    772   -99.0              1.2344784121092994E46
  886768        150.40330534133267 2.1546852378822003  COSMOS           -24.200968884499122 7.5735803852130505 7.5735803852130505 0.0    Akin24                                0    0    773   -99.0              7.271382757401776E45 
  895127        150.40369161452938 2.299808273290036   COSMOS           -22.61766940591238  5.363105063637229  5.363105063637229  0.0    Akin24                                0    0    774   -99.0              1.7690820710496893E45
  881827        150.40656175213772 2.0992255559256567  COSMOS           -23.746306159848373 6.063815686227405  6.063815686227405  0.0    Akin24                                0    0    775   -99.0              4.8377198108212566E45
  630287        150.40933278606894 2.389768494962655   COSMOS           -22.224032281674614 6.869644860806686  6.869644860806686  0.0    Akin24                                0    0    776   -99.0              1.2483252204162395E45
  666773        150.41034836985506 2.320028569524424   COSMOS           -22.42490482162046  6.142868398900621  6.142868398900621  0.0    Akin24                                0    0    777   -99.0              1.491176280653466E45 
  212759        150.41068807101567 2.009483569819341   COSMOS           -21.675011241038778 6.653802754208401  6.653802754208401  0.0    Akin24                                0    0    778   -99.0              7.693112029241752E44 
  628178        150.41204184776876 2.374087303955128   COSMOS           -22.64698316121623  7.844987238924762  7.844987238924762  0.0    Akin24                                0    0    779   -99.0              1.8157063031803407E45
  912983        150.4179073485617  2.307504710750322   COSMOS           -22.28927499326125  6.574857449055669  6.574857449055669  0.0    Akin24                                0    0    780   -99.0              1.322471863671847E45 
  222264        150.42089252659682 2.0860874406466907  COSMOS           -21.59668278769614  5.999252056105403  5.999252056105403  0.0    Akin24                                0    0    781   -99.0              7.181381448046044E44 
  618691        150.42110756390227 2.5073666698699877  COSMOS           -24.038867787008712 5.709316252613499  5.709316252613499  0.0    Akin24                                0    0    782   -99.0              6.287278354883234E45 
  618812        150.4294926010462  2.5057128151919574  COSMOS           -23.63194072679541  5.439130132681143  5.439130132681143  0.0    Akin24                                0    0    783   -99.0              4.3672206442386065E45
  617830        150.4332246425455  2.4933016542139654  COSMOS           -22.672461278551296 6.507488518219518  6.507488518219518  0.0    Akin24                                0    0    784   -99.0              1.8572368536500167E45
  653770        150.44120127194046 2.370243310097494   COSMOS           -23.120179203376054 5.677477302020694  5.677477302020694  0.0    Akin24                                0    0    785   -99.0              2.7656791347021913E45
  653082        150.4413865620105  2.363196481406006   COSMOS           -26.557565709202564 9.459744515486939  9.459744515486939  0.0    Akin24                                0    0    786   -99.0              6.099996014680458E46 
  614804        150.44255759662545 2.465391489860143   COSMOS           -24.93177990630102  5.735336161260015  5.735336161260015  0.0    Akin24                                0    0    787   -99.0              1.4029598316567714E46
  678045        150.4528741590039  2.4078003307236795  COSMOS           -22.840359160418856 7.030322350566454  7.030322350566454  0.0    Akin24                                0    0    788   -99.0              2.1559793276639937E45
  682579        150.46018916265672 2.4466925334949248  COSMOS           -21.796605118283097 6.612159952365168  6.612159952365168  0.0    Akin24                                0    0    789   -99.0              8.561673531484302E44 
  912751        150.46526756631968 2.2880497191946043  COSMOS           -21.673430033752606 6.411302008468515  6.411302008468515  0.0    Akin24                                0    0    790   -99.0              7.682425116203622E44 
  895722        150.46841234800883 2.2891159626887183  COSMOS           -25.895608185723678 6.041384306627033  6.041384306627033  0.0    Akin24                                0    0    791   -99.0              3.3494757729657275E46
  653784        150.46961844486432 2.360039982905553   COSMOS           -22.654622985715598 6.6233985987996515 6.6233985987996515 0.0    Akin24                                0    0    792   -99.0              1.8280601817899454E45
  673759        150.47850410373476 2.35499248030061    COSMOS           -20.814498039014012 6.637857844220529  6.637857844220529  0.0    Akin24                                0    0    793   -99.0              3.623890015480378E44 
  654741        150.48229752407747 2.36498088783011    COSMOS           -23.29331503292315  7.468529671492236  7.468529671492236  0.0    Akin24                                0    0    794   -99.0              3.2273150787618906E45
  679845        150.48254602091626 2.413192921922817   COSMOS           -22.533998886854604 7.387267590403042  7.387267590403042  0.0    Akin24                                0    0    795   -99.0              1.642544308944756E45 
  660628        150.48504657709634 2.4306394316671405  COSMOS           -23.8245249497069   5.458178295909502  5.458178295909502  0.0    Akin24                                0    0    796   -99.0              5.188611945022861E45 
  661038        150.49554618805269 2.431543624165286   COSMOS           -22.618516984620786 6.540308838424735  6.540308838424735  0.0    Akin24                                0    0    797   -99.0              1.770413041929298E45 
  681800        150.50023567375612 2.424746793440026   COSMOS           -22.29195806925615  6.719845815515004  6.719845815515004  0.0    Akin24                                0    0    798   -99.0              1.3256146681092352E45
  682428        150.51765019399318 2.4243936178858894  COSMOS           -23.1754634721649   6.951803333886973  6.951803333886973  0.0    Akin24                                0    0    799   -99.0              2.905351837229446E45 
  677093        150.523859466737   2.3713410684160348  COSMOS           -21.49854402746281  7.573936635928321  7.573936635928321  0.0    Akin24                                0    0    800   -99.0              6.588550764352609E44 
  663384        150.53841336085245 2.440576712379572   COSMOS           -22.437089471946344 6.933615650162714  6.933615650162714  0.0    Akin24                                0    0    801   -99.0              1.5073584867254918E45
  684571        150.54878604828704 2.429366569597582   COSMOS           -21.834279779171506 6.722918760036438  6.722918760036438  0.0    Akin24                                0    0    802   -99.0              8.85044270312236E44  
  661646        150.55300057402135 2.417550771429958   COSMOS           -22.760730542375317 6.384719253946502  6.384719253946502  0.0    Akin24                                0    0    803   -99.0              2.0086825597607416E45
  661710        150.55481485360067 2.417570624242752   COSMOS           -25.37203181582553  8.873611015689162  8.873611015689162  0.0    Akin24                                0    0    804   -99.0              2.0868246669712338E46
  664573        150.5664919525903  2.441745100890496   COSMOS           -23.090114023897346 6.974719011767657  6.974719011767657  0.0    Akin24                                0    0    805   -99.0              2.6925845694862316E45
  J1120-7546    169.99941666666666 6.654725            EIGER            -17.6               4.967              0.0                4.967  matthee23                             2    0    806   7.56               2.3670462092966807E43
  J1120-14389   170.00370833333335 6.719561111111111   EIGER            -19.1               4.897              0.0                4.897  matthee23                             2    0    807   7.65               8.301461935176535E43 
  J1148-21787   177.02141666666668 52.833622222222225  EIGER            -19.2               4.277              0.0                4.277  matthee23                             1    0    808   7.59               9.036769531943564E43 
  J1148-18404   177.05795833333335 52.86280277777778   EIGER            -17.5               5.011              0.0                5.011  matthee23                             2    0    809   7.79               2.1798710318779729E43
  J1148-7111    177.10170833333336 52.90796111111111   EIGER            -18.6               4.339              0.0                4.339  matthee23                             2    0    810   7.92               5.442793681643762E43 
  GOODS-N-13733 189.0570833333333  62.26893888888889   GOODS-N          -17.9               5.236              0.0                5.236  matthee23                             1    0    811   7.49               3.0336212307139513E43
  GOODS-N-14409 189.07208333333335 62.27343055555556   GOODS-N          -18.3               5.139              0.0                5.139  matthee23                             1    0    812   7.21               4.232669362115116E43 
  GOODS-N-16813 189.17929166666664 62.29253333333333   GOODS-N          -19.7               5.355              0.0                5.355  matthee23                             1    0    813   7.55               1.3842891404649719E44
  GN-72127      189.2655718        62.168393           GOODS-N          -20.50757785471091  4.13               4.13               4.13   Kokorev2024b                          2    0    814   7.3                2.7759939135286595E44
  GOODS-N-9771  189.281            62.247308333333336  GOODS-N          -19.5               5.538              0.0                5.538  matthee23                             2    0    815   8.55               1.1667030368904623E44
  GOODS-N-15498 189.28554166666666 62.28078333333333   GOODS-N          -17.7               5.086              0.0                5.086  matthee23                             1    0    816   7.71               2.5707157613765524E43
  GOODS-N-4014  189.300125         62.212044444444444  GOODS-N          -18.0               5.228              0.0                5.228  matthee23                             2    0    817   7.58               3.2962526850793073E43
  GOODS-N-12839 189.34429166666666 62.26336388888889   GOODS-N          -19.0               5.241              0.0                5.241  matthee23                             2    0    818   8.01               7.627093245758833E43 
  102791        214.69515          52.748564           CEERS            -19.09              9.04               9.04               0.0    Kocevski24                            0    0    819   -99.0              8.231371010779828E43 
  107936        214.701887         52.744079           CEERS            -17.81              8.05               8.05               0.0    Kocevski24                            0    0    820   -99.0              2.815581641136284E43 
  39094         214.73254876249405 52.73575171372978   CEERS            -18.281833889964048 4.73153018951416   4.73153018951416   0.0    Kokorev24                             0    0    821   -99.0              4.168895239864128E43 
  941           214.757973         52.839706           CEERS            -19.7               7.42               7.42               0.0    Kocevski24                            0    0    822   -99.0              1.3842891404649719E44
  15184         214.758699         52.749724           CEERS            -19.33              4.48               4.48               0.0    Kocevski24                            0    0    823   -99.0              1.009305306477385E44 
  68816         214.76658171975708 52.831522733700005  CEERS            -16.2031795340367   4.532282829284668  4.532282829284668  0.0    Kokorev24                             0    0    824   -99.0              7.604333285798102E42 
  18646         214.773913         52.741349           CEERS            -16.71              3.4                3.4                0.0    Kocevski24                            0    0    825   -99.0              1.1437849027480716E43
  88326         214.779224         52.836922           CEERS            -16.34              3.88               3.88               0.0    Kocevski24                            0    0    826   -99.0              8.486609687778568E42 
  4363          214.78037          52.834802           CEERS            -17.01              4.75               4.75               0.0    Kocevski24                            0    0    827   -99.0              1.459388989180186E43 
  13318         214.795367         52.788848           CEERS            -18.9               5.28               5.28               5.28   Kocevski24/Kokorev24                  2    0    828   8.88               7.008536531985751E43 
  9083          214.797534         52.818757           CEERS            -19.28              6.62               6.62               6.62   Kocevski24                            0    0    829   -99.0              9.672640594357133E43 
  260           214.805768         52.878048           CEERS            -19.57              7.93               7.93               0.0    Kocevski24                            0    0    830   -99.0              1.2385871721202366E44
  59162         214.80666972093113 52.83780245848676   CEERS            -19.704146493664407 7.841129779815674  7.841129779815674  0.0    Kokorev24/Kocevski24                  0    0    831   -99.0              1.389213636772018E44 
  82815         214.809145         52.868483           CEERS            -18.02              5.62               5.62               5.62   Kocevski24/Kokorev24/Harikane23       2    0    832   7.763427993562937  1.1E46               
  23931         214.817112         52.748343           CEERS            -19.82              10.21              10.21              0.0    Kocevski24                            0    0    833   -99.0              1.5342616790114026E44
  72633         214.81767928550417 52.87785983915585   CEERS            -19.518758894354377 5.443395614624023  5.443395614624023  0.0    Kokorev24/Kocevski24                  0    0    834   -99.0              1.1855394113235835E44
  CEERS_02782   214.823458         52.830278           CEERS            -20.50757785471091  5.241              0.0                5.241  Harikane23                            3    0    835   7.623249290397901  2.8E45               
  72956         214.8306601186004  52.88777481168739   CEERS            -18.215226034156057 8.904179573059082  8.904179573059082  0.0    Kokorev24/Kocevski24                  0    0    836   -99.0              3.943347664754858E43 
  CEERS_00397   214.836208         52.882694           CEERS            -20.50757785471091  6.0                0.0                6.0    Harikane23                            3    0    837   7.0                2.8E45               
  58630         214.8400406174198  52.86065073671731   CEERS            -18.129511927632997 4.546807765960693  4.546807765960693  0.0    Kokorev24/Kocevski24                  0    0    838   -99.0              3.671342915704729E43 
  13748         214.840543         52.817942           CEERS            -18.23              6.11               6.11               6.11   Kocevski24/Kokorev24                  0    0    839   -99.0              3.992274097591895E43 
  2520          214.844768         52.892101           CEERS            -20.39              8.69               8.69               8.69   Kocevski24                            0    0    840   -99.0              2.5072696296113457E44
  36886         214.84938801632254 52.81182367188121   CEERS            -17.686136875270147 4.449919700622559  4.449919700622559  0.0    Kokorev24                             0    0    841   -99.0              2.5414422890231456E43
  30600         214.85011291469965 52.80005115451776   CEERS            -16.423998855389815 4.0259318351745605 4.0259318351745605 0.0    Kokorev24                             0    0    842   -99.0              9.079680224923669E42 
  59626         214.8601565408176  52.87743329543511   CEERS            -19.676824018197404 6.367115020751953  6.367115020751953  0.0    Kokorev24                             0    0    843   -99.0              1.3570901823571298E44
  96811         214.861035         52.879024           CEERS            -17.51              5.2                5.2                0.0    Kocevski24                            0    0    844   -99.0              2.197886043526641E43 
  124311        214.863954         52.918145           CEERS            -16.98              7.39               7.39               0.0    Kocevski24                            0    0    845   -99.0              1.4241599458744599E43
  99879         214.871881         52.880431           CEERS            -17.62              5.68               5.68               5.68   Kocevski24                            0    0    846   -99.0              2.4064148643172814E43
  20320         214.876032         52.806109           CEERS            -18.93              5.79               5.79               5.79   Kocevski24/Kokorev24                  0    0    847   -99.0              7.18853040841885E43  
  7872          214.876145         52.880825           CEERS            -19.46              8.36               8.36               8.36   Kocevski24                            0    0    848   -99.0              1.1275496513957017E44
  19578         214.880162         52.812562           CEERS            -19.7               5.29               5.29               0.0    Kocevski24                            0    0    849   -99.0              1.3842891404649719E44
  65326         214.886422         52.823379           CEERS            -17.91              7.87               7.87               0.0    Kocevski24                            0    0    850   -99.0              3.0588918202156884E43
  13135         214.886801         52.855376           CEERS            -18.06              4.95               4.95               4.95   Kocevski24/Kokorev24                  2    0    851   7.83               3.4648902453593573E43
  CEERS_01465   214.888            52.88825            CEERS            -19.72              5.274              0.0                5.274  Harikane23                            3    0    852   -99.0              1.4082067996872025E44
  67137         214.88868638451572 52.91541323485833   CEERS            -20.57834587468009  7.496461391448975  7.496461391448975  0.0    Kokorev24                             0    0    853   -99.0              2.951662886301114E44 
  69459         214.88968          52.832977           CEERS            -17.8               5.67               5.67               5.67   Kocevski24/Harikane23                 2    0    854   7.698970004336019  4.3E45               
  111679        214.89192          52.873915           CEERS            -17.06              7.0                7.0                0.0    Kocevski24                            0    0    855   -99.0              1.520102322583336E43 
  10444         214.892248         52.877406           CEERS            -19.84              6.69               6.69               6.69   Kocevski24/Kokorev24                  2    0    856   9.77               1.5608205249913956E44
