# ID            Ra                 Dec                 Field            M_UV                zbest              zphot              zspec  ref                                   isBL Xray index MBH                Lbol                 
  179755        53.082131          -27.859873          GOODS-S          -20.50757785471091  3.73               3.73               0.0    williams23                            0    0    216   -99.0              2.7759939135286595E44
  183348        53.082937          -27.855632          GOODS-S          -20.50757785471091  3.38               3.38               0.0    williams23                            0    0    217   -99.0              2.7759939135286595E44
  190413        53.08404           -27.834047          GOODS-S          -20.50757785471091  8.7                8.7                0.0    williams23                            0    0    218   -99.0              2.7759939135286595E44
  44531         53.08674827656752  -27.787431508471997 GOODS-S          -17.667782455855026 7.124074459075928  7.124074459075928  0.0    Kokorev24                             0    0    219   -99.0              2.503209280107259E43 
  21925         53.08683           -27.873056          GOODS-S          -18.59              3.1                3.1                0.0    Kocevski24                            0    1    220   -99.0              5.397242046733675E43 
  14445         53.086974          -27.831901          GOODS-S          -18.43              6.16               6.16               0.0    Kocevski24                            0    0    221   -99.0              4.71914301996214E43  
  189775        53.087378          -27.840274          GOODS-S          -20.50757785471091  3.56               3.56               0.0    williams23                            0    0    222   -99.0              2.7759939135286595E44
  2981          53.087727002416266 -27.87124065648318  GOODS-S          -17.119080989513087 4.812244892120361  4.812244892120361  0.0    Kokorev24/Kocevski24                  0    0    223   -99.0              1.595192334026072E43 
  30318         53.096263          -27.901148          GOODS-S          -18.45              8.2                8.2                0.0    Kocevski24                            0    0    224   -99.0              4.798907038343428E43 
  184838        53.096419          -27.853092          GOODS-S          -20.50757785471091  5.38               5.33               5.38   williams23/Kocevski24                 0    0    225   -99.0              2.7759939135286595E44
  26901         53.097523          -27.901256          GOODS-S          -19.6               5.26               5.26               0.0    Kocevski24                            0    0    226   -99.0              1.2707611170276104E44
  104849        53.101881          -27.810949          GOODS-S          -20.50757785471091  5.12               5.29               5.12   williams23/Kocevski24                 0    0    227   -99.0              2.7759939135286595E44
  88481         53.105475          -27.830682          GOODS-S          -20.50757785471091  4.69               4.69               0.0    williams23                            0    0    228   -99.0              2.7759939135286595E44
  14605         53.10604518883795  -27.84821941904518  GOODS-S          -19.97840232877564  6.928058624267578  6.928058624267578  0.0    Kokorev24                             0    0    229   -99.0              1.75790248827204E44  
  65849         53.108307          -27.851008          GOODS-S          -17.56              5.71               5.71               0.0    Kocevski24                            0    0    230   -99.0              2.2902757537675595E43
  31938         53.108632          -27.895708          GOODS-S          -16.95              7.48               7.48               0.0    Kocevski24                            0    0    231   -99.0              1.389802351645416E43 
  279678        53.108795          -27.869027          GOODS-S          -20.50757785471091  4.72               4.72               0.0    williams23                            0    0    232   -99.0              2.7759939135286595E44
  39509         53.11154067683712  -27.798073260782136 GOODS-S          -17.16212068916509  4.2876787185668945 4.2876787185668945 0.0    Kokorev24/Kocevski24                  0    0    233   -99.0              1.6522802900623642E43
  203749        53.11242           -27.79412           GOODS-S          -20.50757785471091  7.64               7.64               0.0    williams23                            0    0    234   -99.0              2.7759939135286595E44
  19110         53.115315          -27.859219          GOODS-S          -17.71              3.7                3.7                0.0    Kocevski24/williams23                 0    0    235   -99.0              2.59204600245727E43  
  18537         53.116682410199424 -27.839793141044453 GOODS-S          -19.249148090335602 4.277338027954102  4.277338027954102  0.0    Kokorev24                             0    0    236   -99.0              9.422180586470548E43 
  46281         53.116745517174344 -27.783976891724176 GOODS-S          -20.50757785471091  4.789628028869629  4.789628028869629  0.0    Kokorev24                             0    0    237   -99.0              2.7759939135286595E44
  25547         53.119075          -27.892556          GOODS-S          -18.52              7.36               7.36               0.0    Kocevski24                            0    0    238   -99.0              5.089096844239938E43 
  198459        53.119122          -27.814039          GOODS-S          -20.50757785471091  3.59               3.58               3.59   williams23                            0    0    239   -99.0              2.7759939135286595E44
  41129         53.12142478916305  -27.794912385304425 GOODS-S          -16.800949680769378 7.1333513259887695 7.1333513259887695 0.0    Kokorev24/Kocevski24                  0    0    240   -99.0              1.2312826323701576E43
  5434          53.1247677388974   -27.866299033357972 GOODS-S          -18.946371215886643 4.107268333435059  4.107268333435059  0.0    Kokorev24/Kocevski24                  0    0    241   -99.0              7.288737427769319E43 
  81400         53.125402          -27.839967          GOODS-S          -20.50757785471091  6.17               6.17               0.0    williams23                            0    0    242   -99.0              2.7759939135286595E44
  120484        53.125426          -27.787438          GOODS-S          -20.50757785471091  5.0                5.34               5.0    williams23/Kocevski24                 0    0    243   -99.0              2.7759939135286595E44
  12068         53.126537          -27.818091          GOODS-S          -19.09              5.92               5.92               5.92   Kocevski24/Kokorev24                  2    0    244   7.5                8.231371010779828E43 
  45202         53.12690221697067  -27.786151936566537 GOODS-S          -17.686303160663435 7.131255626678467  7.131255626678467  0.0    Kokorev24/Kocevski24/williams23       0    0    245   -99.0              2.5417913882235927E43
  90354         53.133825          -27.828256          GOODS-S          -20.50757785471091  7.87               7.91               7.87   williams23/Kokorev24/Kocevski24       0    0    246   -99.0              2.7759939135286595E44
  GOODS-S-13971 53.13858333333334  -27.79025           GOODS-S          -19.4               5.481              0.0                5.481  matthee23                             0    0    247   -99.0              1.0713141285567187E44
  85727         53.138702          -27.792481          GOODS-S          -16.83              8.65               8.65               0.0    Kocevski24                            0    0    248   -99.0              1.2606541539519649E43
  46221         53.13904106099478  -27.7844417648111   GOODS-S          -20.50757785471091  4.045229434967041  4.045229434967041  0.0    Kokorev24                             0    0    249   -99.0              2.7759939135286595E44
  37563         53.140781936344226 -27.802179194098684 GOODS-S          -18.666576660057665 5.713144302368164  5.713144302368164  0.0    Kokorev24                             0    0    250   -99.0              5.756242867168656E43 
  16053         53.14340602720109  -27.844804204263163 GOODS-S          -18.191378539819407 6.901800632476807  6.901800632476807  0.0    Kokorev24                             0    0    251   -99.0              3.865662781935713E43 
  126594        53.144299          -27.779856          GOODS-S          -20.50757785471091  7.95               10.64              7.95   williams23/Kocevski24                 0    0    252   -99.0              2.7759939135286595E44
  10491         53.145293          -27.808666          GOODS-S          -16.37              2.89               2.89               0.0    Kocevski24/williams23                 0    0    253   -99.0              8.693720560569881E42 
  74394         53.14795           -27.75993           GOODS-S          -17.07              6.16               6.16               0.0    Kocevski24/williams23                 0    0    254   -99.0              1.5325525019553594E43
  35367         53.15477111670093  -27.806518660815442 GOODS-S          -17.944753498605117 5.489471912384033  5.489471912384033  0.0    Kokorev24/williams23                  0    0    255   -99.0              3.148403832042602E43 
  Virgil        53.158070833333326 -27.78630888888889  GOODS-S          -20.50757785471091  6.6312             0.0                6.6312 IANI2024                              0    0    256   -99.0              2.7759939135286595E44
  154428        53.158173          -27.73913           GOODS-S          -20.50757785471091  6.25               6.83               6.25   williams23/Kokorev24/Kocevski24       0    0    257   -99.0              2.7759939135286595E44
  32402         53.15933320190422  -27.81174927107328  GOODS-S          -17.55627291774137  4.942437648773193  4.942437648773193  0.0    Kokorev24/Kocevski24                  0    0    258   -99.0              2.2832536434012503E43
  108239        53.160381          -27.806011          GOODS-S          -20.50757785471091  4.52               4.52               0.0    williams23                            0    0    259   -99.0              2.7759939135286595E44
  219000        53.161375          -27.737665          GOODS-S          -20.50757785471091  6.81               6.92               6.81   williams23/Kokorev24/Kocevski24       0    0    260   -99.0              2.7759939135286595E44
  22388         53.16180031300524  -27.831614170842723 GOODS-S          -21.46969717312723  7.181869983673096  7.181869983673096  0.0    Kokorev24                             0    0    261   -99.0              6.423904613102967E44 
  189494        53.162966          -27.841946          GOODS-S          -20.50757785471091  4.5                4.5                0.0    williams23                            0    0    262   -99.0              2.7759939135286595E44
  52017         53.16611577132824  -27.772043285319793 GOODS-S          -20.50757785471091  6.3311333656311035 6.3311333656311035 0.0    Kokorev24/Kocevski24                  0    0    263   -99.0              2.7759939135286595E44
  184939        53.173662          -27.841913          GOODS-S          -20.50757785471091  4.15               4.15               0.0    williams23                            0    0    264   -99.0              2.7759939135286595E44
  8275          53.175596          -27.79589           GOODS-S          -18.54              5.59               5.59               0.0    Kocevski24                            0    0    265   -99.0              5.17525793785443E43  
  2632          53.179218          -27.758732          GOODS-S          -18.73              5.98               5.98               0.0    Kocevski24                            0    0    266   -99.0              6.072000772280728E43 
  217926        53.184783          -27.744397          GOODS-S          -20.50757785471091  5.04               6.93               5.04   williams23                            0    0    267   -99.0              2.7759939135286595E44
  64049         53.18478625734835  -27.74404552734683  GOODS-S          -20.50757785471091  5.271345615386963  5.271345615386963  0.0    Kokorev24/Kocevski24                  0    0    268   -99.0              2.7759939135286595E44
  201793        53.188275          -27.801936          GOODS-S          -20.50757785471091  4.17               4.17               0.0    williams23                            0    0    269   -99.0              2.7759939135286595E44
  3856          53.190768          -27.767884          GOODS-S          -18.28              7.33               7.33               0.0    Kocevski24                            0    0    270   -99.0              4.1625120087466885E43
  214839        53.196517          -27.757063          GOODS-S          -20.50757785471091  4.13               4.13               0.0    williams23                            0    0    271   -99.0              2.7759939135286595E44
  82209         53.197512          -27.782456          GOODS-S          -18.05              10.48              10.48              0.0    Kocevski24                            0    0    272   -99.0              3.4361826904213746E43
  132229        53.203996          -27.772097          GOODS-S          -20.50757785471091  7.25               7.56               7.25   williams23/Kokorev24/Kocevski24       0    0    273   -99.0              2.7759939135286595E44
  209303        53.206314          -27.757716          GOODS-S          -20.50757785471091  5.77               5.77               0.0    williams23                            0    0    274   -99.0              2.7759939135286595E44
  7057          53.220037          -27.804005          GOODS-S          -17.91              5.29               5.29               0.0    Kocevski24                            0    0    275   -99.0              3.0588918202156884E43
  23636         53.22737884821788  -27.828790896365472 GOODS-S          -18.779453627405857 7.132840633392334  7.132840633392334  0.0    Kokorev24/Kocevski24                  0    0    276   -99.0              6.330447269259327E43 
  11365         53.235203          -27.832254          GOODS-S          -16.31              9.76               9.76               0.0    Kocevski24                            0    0    277   -99.0              8.284559005421819E42 
  9888          53.235335          -27.821536          GOODS-S          -18.14              8.29               8.29               0.0    Kocevski24                            0    0    278   -99.0              3.7035680965473274E43
  4524          53.243145          -27.862041          GOODS-S          -19.7               6.73               6.73               0.0    Kocevski24                            0    0    279   -99.0              1.3842891404649719E44
  12355         53.245764          -27.845503          GOODS-S          -17.94              4.45               4.45               0.0    Kocevski24                            0    0    280   -99.0              3.1360040452341584E43
  16817         53.250314          -27.870406          GOODS-S          -15.92              6.28               6.28               0.0    Kocevski24                            0    0    281   -99.0              6.064957776574316E42 
  1868          53.262517          -27.820981          GOODS-S          -19.34              4.45               4.45               0.0    Kocevski24                            0    0    282   -99.0              1.0179346618054018E44
  5091          53.267687          -27.869338          GOODS-S          -19.02              8.89               8.89               0.0    Kocevski24                            0    0    283   -99.0              7.757344497253927E43 
  3027          53.276239          -27.839022          GOODS-S          -19.08              6.04               6.04               0.0    Kocevski24                            0    0    284   -99.0              8.161883750791733E43 
  J0647_1045    101.933406         70.198268           MACSJ0647.7+7015 -20.50757785471091  4.5321             0.0                4.5321 Killi2023                             1    0    285   8.903089986991944  2.7759939135286595E44
  261925        149.7088026612167  2.076320672762677   COSMOS           -22.7559784899756   6.358128890424636  6.358128890424636  0.0    Akin24                                0    0    286   -99.0              2.0002204704707234E45
  236271        149.7140916649846  2.0788870154932892  COSMOS           -23.604187592582065 6.409586219190407  6.409586219190407  0.0    Akin24                                0    0    287   -99.0              4.2601714820622215E45
  237666        149.7192162341173  2.0905156442891424  COSMOS           -24.210195846617836 8.043323379193648  8.043323379193648  0.0    Akin24                                0    0    288   -99.0              7.331851081815213E45 
  236496        149.72016281023528 2.07854469527155    COSMOS           -22.29750686867319  7.897733753504625  7.897733753504625  0.0    Akin24                                0    0    289   -99.0              1.3321381891018398E45
  247927        149.73421364788155 1.9693273830908322  COSMOS           -22.027332223775737 7.32694897347945   7.32694897347945   0.0    Akin24                                0    0    290   -99.0              1.0492387578327807E45
  269069        149.73449261273868 2.11090414162176    COSMOS           -22.016035297087512 6.996168228789977  6.996168228789977  0.0    Akin24                                0    0    291   -99.0              1.0388320260403811E45
  240102        149.73560724055136 2.1113526001739977  COSMOS           -22.674015794483502 7.011439547020181  7.011439547020181  0.0    Akin24                                0    0    292   -99.0              1.859801618957722E45 
  237905        149.75288134016762 2.08097094640028    COSMOS           -23.31172378375315  6.192931375516602  6.192931375516602  0.0    Akin24                                0    0    293   -99.0              3.280760323229557E45 
  232817        149.75341247187373 2.0289107447326495  COSMOS           -23.867149855478925 6.646571806344632  6.646571806344632  0.0    Akin24                                0    0    294   -99.0              5.3905079965997125E45
  229292        149.75641511203898 1.9951130379833817  COSMOS           -23.91100882935772  7.077493015562503  7.077493015562503  0.0    Akin24                                0    0    295   -99.0              5.606513578810059E45 
  226526        149.7570085075148  1.9660927102260906  COSMOS           -22.865209548548446 6.363775674495744  6.363775674495744  0.0    Akin24                                0    0    296   -99.0              2.2041440135012622E45
  239793        149.76526672023772 2.0973405288967277  COSMOS           -20.55539749248747  6.174245642645543  6.174245642645543  0.0    Akin24                                0    0    297   -99.0              2.8934937375428035E44
  229605        149.76796818817647 1.9937431204189873  COSMOS           -23.139571961280012 6.624391496658536  6.624391496658536  0.0    Akin24                                0    0    298   -99.0              2.8138855639725197E45
  16692         149.76949122636057 2.1389713357435385  COSMOS           -21.398626638012836 6.574163022205535  6.574163022205535  0.0    Akin24                                0    0    299   -99.0              6.035819155584843E44 
  17632         149.7696491957107  2.148893525723958   COSMOS           -22.49451658131768  7.739366850735299  7.739366850735299  0.0    Akin24                                0    0    300   -99.0              1.586048157443121E45 
  18065         149.77124722277622 2.1520263017476147  COSMOS           -22.60675938629523  5.884678564465325  5.884678564465325  0.0    Akin24                                0    0    301   -99.0              1.7520397773959128E45
  253086        149.77151082846797 1.987059458930471   COSMOS           -21.678412005607818 7.5065068872990945 7.5065068872990945 0.0    Akin24                                0    0    302   -99.0              7.716147814487386E44 
  19068         149.7820147651862  2.1567677735626325  COSMOS           -20.733906701421688 6.466605714109762  6.466605714109762  0.0    Akin24                                0    0    303   -99.0              3.3785772628525227E44
  253931        149.78583385101902 1.9873651450044756  COSMOS           -22.136876454636862 6.970661711244192  6.970661711244192  0.0    Akin24                                0    0    304   -99.0              1.1557851410395827E45
  3962          149.786648276224   2.1800636951969676  COSMOS           -22.96258660213077  7.315352986117663  7.315352986117663  0.0    Akin24                                0    0    305   -99.0              2.4035800211111954E45
  239526        149.7871447237921  2.0869197318967507  COSMOS           -22.98567249941754  7.499095258648143  7.499095258648143  0.0    Akin24                                0    0    306   -99.0              2.4534739918754023E45
  225244        149.79087726077398 1.9420195380859036  COSMOS           -22.86003374809832  7.239681016079     7.239681016079     0.0    Akin24                                0    0    307   -99.0              2.194023599520564E45 
  226120        149.79305135287495 1.949045779571803   COSMOS           -24.897636759758974 7.881003485105444  7.881003485105444  0.0    Akin24                                0    0    308   -99.0              1.360461858030432E46 
  713167        149.79524503492036 2.3246901447957877  COSMOS           -21.5316309187929   5.933203935506004  5.933203935506004  0.0    Akin24                                0    0    309   -99.0              6.782668534744449E44 
  10023         149.79811978217245 2.2525805596137998  COSMOS           -21.435500270458512 6.045864567718212  6.045864567718212  0.0    Akin24                                0    0    310   -99.0              6.234111109376849E44 
  231551        149.7987807103114  1.9999511148205935  COSMOS           -23.16994578719308  6.508481895745617  6.508481895745617  0.0    Akin24                                0    0    311   -99.0              2.891097838119237E45 
  260678        149.8032216784718  2.0332456593816963  COSMOS           -22.037244282605446 7.840521644726002  7.840521644726002  0.0    Akin24                                0    0    312   -99.0              1.0584565658564755E45
  230706        149.80337898890213 1.990501182114708   COSMOS           -22.467885601925637 6.375218524604657  6.375218524604657  0.0    Akin24                                0    0    313   -99.0              1.549053689371473E45 
  9430          149.80580807642193 2.2440389541316432  COSMOS           -22.356236335197778 7.323817373352453  7.323817373352453  0.0    Akin24                                0    0    314   -99.0              1.4032056576520408E45
  690906        149.8058400797085  2.337503786346201   COSMOS           -23.034410475068558 8.168076545190658  8.168076545190658  0.0    Akin24                                0    0    315   -99.0              2.5622674184278547E45
  39192         149.8059150066472  2.3131111429324736  COSMOS           -21.720404180756223 6.692603200860141  6.692603200860141  0.0    Akin24                                0    0    316   -99.0              8.006412399606033E44 
  272827        149.80707345319576 2.113171399633317   COSMOS           -21.44734587526179  5.873486090876255  5.873486090876255  0.0    Akin24                                0    0    317   -99.0              6.299202775405408E44 
  258229        149.80735919507163 2.011138374659364   COSMOS           -22.735735430862704 7.2057234313011325 7.2057234313011325 0.0    Akin24                                0    0    318   -99.0              1.9645744834318217E45
  272461        149.80890800551154 2.109747362113254   COSMOS           -20.014941051830657 5.910298541917716  5.910298541917716  0.0    Akin24                                0    0    319   -99.0              1.8140383575652033E44
  27100         149.80933336555432 2.220339484462784   COSMOS           -22.19456653088068  6.889631442447113  6.889631442447113  0.0    Akin24                                0    0    320   -99.0              1.2162295436732862E45
  692769        149.8148746442533  2.3490800282917563  COSMOS           -22.335813405462808 5.9821382040040305 5.9821382040040305 0.0    Akin24                                0    0    321   -99.0              1.378067787062028E45 
  15961         149.8159992245872  2.3072822380804148  COSMOS           -23.558754339702162 6.1928786510253495 6.1928786510253495 0.0    Akin24                                0    0    322   -99.0              4.090602616176799E45 
  306792        149.8193371516179  1.9784896073066338  COSMOS           -22.13401796648063  6.2934981954686355 6.2934981954686355 0.0    Akin24                                0    0    323   -99.0              1.1528704093274665E45
  279123        149.81988207272295 1.9574419542576111  COSMOS           -22.22167772759562  6.805513622954744  6.805513622954744  0.0    Akin24                                0    0    324   -99.0              1.2457293305214479E45
  16108         149.82087370396272 2.307249564555073   COSMOS           -22.70093189763792  6.019308740396124  6.019308740396124  0.0    Akin24                                0    0    325   -99.0              1.904781379617083E45 
  266473        149.82128426810047 2.06141234050361    COSMOS           -22.256219570286056 8.00555177271642   8.00555177271642   0.0    Akin24                                0    0    326   -99.0              1.2843648934058826E45
  10511         149.8232244418969  2.2482280832392223  COSMOS           -22.13175840709245  5.914738433592873  5.914738433592873  0.0    Akin24                                0    0    327   -99.0              1.1505716511562198E45
  27062         149.82369358071338 2.21467743485587    COSMOS           -21.103753100649904 6.084180090811323  6.084180090811323  0.0    Akin24                                0    0    328   -99.0              4.663285176917286E44 
  258164        149.8253433878745  2.0041127958398275  COSMOS           -21.376159614802162 7.302579298464737  7.302579298464737  0.0    Akin24                                0    0    329   -99.0              5.918145315085052E44 
  9680          149.82683598792724 2.239003959445807   COSMOS           -23.286089628035754 7.524733509977711  7.524733509977711  0.0    Akin24                                0    0    330   -99.0              3.206578584656954E45 
  8203          149.8271214863755  2.2238376933518373  COSMOS           -22.61940808628829  8.262434196375658  8.262434196375658  0.0    Akin24                                0    0    331   -99.0              1.7718134483179228E45
  274616        149.8286534295405  1.9111777675214998  COSMOS           -25.26404608676967  6.455706591535458  6.455706591535458  0.0    Akin24                                0    0    332   -99.0              1.8930334091062176E46
  262467        149.82894652398895 2.035882722462941   COSMOS           -21.654231654441404 7.060382955921893  7.060382955921893  0.0    Akin24                                0    0    333   -99.0              7.553861666409142E44 
  13618         149.82895766284236 2.2808611565811003  COSMOS           -21.47441831454435  5.966760035185123  5.966760035185123  0.0    Akin24                                0    0    334   -99.0              6.450562968010779E44 
  36933         149.830359418659   2.286941509053535   COSMOS           -21.091154239066256 6.38292769836106   6.38292769836106   0.0    Akin24                                0    0    335   -99.0              4.612257828129195E44 
  29753         149.83121319305758 2.236208305506095   COSMOS           -21.899954733691423 6.009959387193658  6.009959387193658  0.0    Akin24                                0    0    336   -99.0              9.377604094172613E44 
  721890        149.83122737904924 2.3764686421050394  COSMOS           -22.64410970455425  7.002167772210921  7.002167772210921  0.0    Akin24                                0    0    337   -99.0              1.811081664365176E45 
  237017        149.8331098598648  2.0418952701114943  COSMOS           -21.72787302914697  6.777537162729914  6.777537162729914  0.0    Akin24                                0    0    338   -99.0              8.05918598805748E44  
  720760        149.83537081677517 2.3680292085027035  COSMOS           -22.537908786535453 7.369478010901857  7.369478010901857  0.0    Akin24                                0    0    339   -99.0              1.6482485462694112E45
  297488        149.83694789803354 1.916576698376999   COSMOS           -21.332199422684063 6.50395312666579   6.50395312666579   0.0    Akin24                                0    0    340   -99.0              5.694577596297995E44 
  285677        149.84089110839292 2.013597871471554   COSMOS           -23.899708355642765 7.794739206644984  7.794739206644984  0.0    Akin24                                0    0    341   -99.0              5.5500387394788457E45
  310824        149.8412622014275  2.0000403973322505  COSMOS           -21.553925320531526 6.424466146426166  6.424466146426166  0.0    Akin24                                0    0    342   -99.0              6.916724776778273E44 
  1491          149.84406589198286 2.128658979344135   COSMOS           -23.36857445899254  6.202949010866891  6.202949010866891  0.0    Akin24                                0    0    343   -99.0              3.4515124544617356E45
  725865        149.84634984887316 2.3983076230499893  COSMOS           -22.157885157260317 6.94883411279982   6.94883411279982   0.0    Akin24                                0    0    344   -99.0              1.1774370845664977E45
  14599         149.84942433562918 2.282508359418595   COSMOS           -21.831779982665545 5.929230972223101  5.929230972223101  0.0    Akin24                                0    0    345   -99.0              8.830980507127738E44 
  273760        149.85247884633455 2.104495891237461   COSMOS           -22.31010083138961  7.210281152372099  7.210281152372099  0.0    Akin24                                0    0    346   -99.0              1.3470651049761667E45
  708360        149.85325577643    2.4753617316612875  COSMOS           -23.022308649342282 6.242618611064502  6.242618611064502  0.0    Akin24                                0    0    347   -99.0              2.534807512152697E45 
  292781        149.85583099228347 2.078120028395548   COSMOS           -22.63486570230289  6.045422965085029  6.045422965085029  0.0    Akin24                                0    0    348   -99.0              1.7962845789232627E45
  693777        149.85809207171422 2.341197166415444   COSMOS           -22.55073650285433  7.955243874002099  7.955243874002099  0.0    Akin24                                0    0    349   -99.0              1.667104072672713E45 
  11737         149.8608377762876  2.246971775115045   COSMOS           -23.55231651178385  7.847903278180832  7.847903278180832  0.0    Akin24                                0    0    350   -99.0              4.0671314132118354E45
  287536        149.8618748781933  2.024856323058091   COSMOS           -23.70810691480328  5.678762792571124  5.678762792571124  0.0    Akin24                                0    0    351   -99.0              4.6751440360635763E45
  4056          149.86413822420053 2.1529998685725427  COSMOS           -22.409297790277968 6.034346944316605  6.034346944316605  0.0    Akin24                                0    0    352   -99.0              1.4707049778861802E45
  692679        149.86547461910266 2.329853356757914   COSMOS           -20.928489727996514 7.280135711346225  7.280135711346225  0.0    Akin24                                0    0    353   -99.0              4.00208640312473E44  
  726649        149.86752507634452 2.397387609076657   COSMOS           -22.2302746911894   6.550271272313589  6.550271272313589  0.0    Akin24                                0    0    354   -99.0              1.2552339588825892E45
  325522        149.8680628205364  2.093329129316557   COSMOS           -22.011156926367015 6.032163120602215  6.032163120602215  0.0    Akin24                                0    0    355   -99.0              1.034370402811159E45 
  704437        149.86958905401175 2.4315409699208277  COSMOS           -23.371468395921973 7.786420787355246  7.786420787355246  0.0    Akin24                                0    0    356   -99.0              3.4604402897927365E45
  708982        149.86975828785398 2.474493719234468   COSMOS           -23.494258756748863 5.68943105807802   5.68943105807802   0.0    Akin24                                0    0    357   -99.0              3.861499154877799E45 
  319657        149.87010796132614 2.049285239264557   COSMOS           -22.512823502054857 5.707784700825577  5.707784700825577  0.0    Akin24                                0    0    358   -99.0              1.6119957088611112E45
  293930        149.87075765058162 2.0823869580040575  COSMOS           -22.991700228167105 5.8596339014453465 5.8596339014453465 0.0    Akin24                                0    0    359   -99.0              2.4666725044043037E45
  274903        149.87146095999526 1.8997193215163266  COSMOS           -23.011500324795964 6.837808100989232  6.837808100989232  0.0    Akin24                                0    0    360   -99.0              2.5105337282992946E45
  705443        149.87218183912472 2.439025455842672   COSMOS           -22.818050440308344 5.624728565024179  5.624728565024179  0.0    Akin24                                0    0    361   -99.0              2.113646257870853E45 
  315717        149.87388498011532 2.0240134769990386  COSMOS           -21.667443078232612 6.792377523057191  6.792377523057191  0.0    Akin24                                0    0    362   -99.0              7.642097055494563E44 
  727265        149.876462604036   2.399414024677637   COSMOS           -21.086016778440094 6.4397964369554455 6.4397964369554455 0.0    Akin24                                0    0    363   -99.0              4.591613166786266E44 
  282704        149.8767401730271  1.9701263621927272  COSMOS           -23.505860256908143 5.845942573943708  5.845942573943708  0.0    Akin24                                0    0    364   -99.0              3.90173495837685E45  
  709555        149.878491819515   2.4766231138930976  COSMOS           -23.21934584686167  6.172560251712726  6.172560251712726  0.0    Akin24                                0    0    365   -99.0              3.021267455420172E45 
  37490         149.87883904236182 2.273470086393743   COSMOS           -21.62558706750965  6.481415970123922  6.481415970123922  0.0    Akin24                                0    0    366   -99.0              7.366078215969518E44 
  700818        149.88092683913308 2.393291028186317   COSMOS           -22.182257914828078 5.916786671160797  5.916786671160797  0.0    Akin24                                0    0    367   -99.0              1.2030705657922536E45
  702825        149.88569808667285 2.4118691350961385  COSMOS           -22.26881435574939  6.02510295302554   6.02510295302554   0.0    Akin24                                0    0    368   -99.0              1.29875178226776E45  
  305254        149.88617772337545 1.9442931322275219  COSMOS           -22.22221052835059  6.138401393388172  6.138401393388172  0.0    Akin24                                0    0    369   -99.0              1.246316263905133E45 
  26156         149.88698458962378 2.1834304449752344  COSMOS           -22.50176683492017  7.2744379486816015 7.2744379486816015 0.0    Akin24                                0    0    370   -99.0              1.596273559076519E45 
  282482        149.89411901485207 1.9619331848901147  COSMOS           -22.652130799387866 6.9537621485473675 6.9537621485473675 0.0    Akin24                                0    0    371   -99.0              1.8240209244121942E45
  692866        149.89525931757282 2.3207531885222967  COSMOS           -23.855581773373654 5.869149641252724  5.869149641252724  0.0    Akin24                                0    0    372   -99.0              5.334945223412115E45 
  282151        149.9066989475475  1.9544895822719734  COSMOS           -23.085115586648136 6.2705379865889865 6.2705379865889865 0.0    Akin24                                0    0    373   -99.0              2.6806226565167417E45
  279627        149.90687974691144 1.9312697625427222  COSMOS           -23.518208543425892 5.696712188480108  5.696712188480108  0.0    Akin24                                0    0    374   -99.0              3.945025083895695E45 
  44171         149.90735628761283 2.127402538506816   COSMOS           -22.18174134556034  7.190796540784916  7.190796540784916  0.0    Akin24                                0    0    375   -99.0              1.2025214663391035E45
  274713        149.90755568736034 1.8838142240480926  COSMOS           -23.244401755879593 5.89612415121189   5.89612415121189   0.0    Akin24                                0    0    376   -99.0              3.0895333065101504E45
  701687        149.9083702959455  2.391968079881802   COSMOS           -25.497705599526803 7.4290476573624575 7.4290476573624575 0.0    Akin24                                0    0    377   -99.0              2.337604706424845E46 
  80251         149.90922061665606 2.211260739365007   COSMOS           -22.472275471523712 7.6468500530163155 7.6468500530163155 0.0    Akin24                                0    0    378   -99.0              1.5550913335220053E45
  296661        149.91236368961137 1.8829213087777652  COSMOS           -22.610560667444993 6.7968666039695105 6.7968666039695105 0.0    Akin24                                0    0    379   -99.0              1.7579587705003493E45
  15495         149.9133102658861  2.267820941309201   COSMOS           -22.225204242830415 8.079582715459306  8.079582715459306  0.0    Akin24                                0    0    380   -99.0              1.2496193421743485E45
  15654         149.9136972192352  2.2691131123779718  COSMOS           -23.634353114790525 5.69343104920573   5.69343104920573   0.0    Akin24                                0    0    381   -99.0              4.376652765281054E45 
  690407        149.91742838681517 2.292273001355178   COSMOS           -22.83193531433904  7.818688906759208  7.818688906759208  0.0    Akin24                                0    0    382   -99.0              2.1398945697293812E45
  714477        149.9174719981298  2.2904135674426085  COSMOS           -22.693890888461727 7.072641281235928  7.072641281235928  0.0    Akin24                                0    0    383   -99.0              1.8929100586357252E45
  702840        149.91765168105542 2.4003951435989874  COSMOS           -22.295928317342877 8.076910681598555  8.076910681598555  0.0    Akin24                                0    0    384   -99.0              1.3302790485722589E45
  486844        149.91792342909628 2.4984725096987535  COSMOS           -21.168299975896996 6.299734283868092  6.299734283868092  0.0    Akin24                                0    0    385   -99.0              4.933831835117194E44 
  296853        149.9196784860564  1.881918699486719   COSMOS           -21.409316381102855 7.025861386387737  7.025861386387737  0.0    Akin24                                0    0    386   -99.0              6.092637579020634E44 
  48826         149.9213399854385  2.1656823314685405  COSMOS           -23.900506916957696 5.688340395203036  5.688340395203036  0.0    Akin24                                0    0    387   -99.0              5.554010721714172E45 
